pub-id,exp-id,paper,authors,institutes,city,country,climate-class,pub-year,data-avail,data-link,pub-type,pub-name,publisher,doi,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-type,function,exp-hours,timing-type,sample-size-calc,sample-size-calc-type,part-payment,part-no-tot,part-male-no,part-fem-no,part-intersex-no,fem-total-ratio,age-group,age-mean,age-std,age-male-mean,age-fem-mean,bmi-range,bmi-mean,bmi-std,bmi-male-mean,bmi-fem-mean,normalisation-length,session-length,tested-t-min,tested-t-max,tested-t-means-medians,physio-parameter,physio-sensor-type,physio-body-site,physio-body-site-sagittal,physio-body-site-coronal,skin-body-site-code,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-acoustics,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure,ques-thermal-pleasantness,ques-airmove-comfort,ques-airmove-sensation,ques-airmove-prefer,ques-airmove-accept,ques-humidity-sensation,ques-airmove-satisfaction,ques-shivering-rate,ques-overall-comfort,ques-overall-satisfaction,ques-humidity-comfort,ques-humidity-prefer,ques-humidity-satisfaction,ques-humidity-accept,ques-sweating-sensation,ques-visual-prefer,ques-light-comfort,ques-light-prefer,ques-light-sensation,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-accept,ques-iaq-satisfaction,ques-iaq-sensation,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-satisfaction,ques-acoustic-sensation,cognitive-test-done,cognitive-test-type,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-usual-habits,protocol-blinded,protocol-random-order,protocol-food-drink-control,protocol-prep-body-site,protocol-not-walking,select-healthy,select-no-treatment,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity,part-meta-bsa,part-meta-thermal-history,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-level,part-meta-morningness,part-meta-bmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-muscle,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Heart rate,Pulse oximeter,Finger,NR,NA,NA,NR,NR,NA,NA,NA,,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Body temperature,Infrared thermometer,Tympanic canal,NA,NA,NA,NR,NR,NA,NA,NA,,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Forehead,Middle,Anterior,1AM,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Chest,Left,Anterior,5A,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Thigh,NR,Anterior,17A,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Calf,Right,Posterior,22P,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Foot,Left,Posterior,20PL,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Forearm,Left,Anterior,11AL,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,Experimental evaluation of thermal environment built by decoupled radiant cooling system with low radiant cooling temperature,"Yanling Guo, Ke Du, Huijun Wu, Xuemei Li, Huakun Huang, Jia Liu,
Gongsheng Huang, Xinhua Xu","Guangzhou University, City University of Hong Kong, Huazhong University of Science & Technology, China Academy of Building Research",Guangdong,China,,2024,Upon request,,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2024.109755,,,,,NR,Lab,Office,NR,NR,NR,NA,NR,32,16,16,0,50.00%,Young Adult (18-27),23.6,1.6,24.1,23,Normal,21.2,3.3,22.6,19.6,120,120,22.5,28,,Skin temperature,Thermochron,Palm,Left,Anterior,13AL,NR,NR,Y,7,Hardy & DuBois (1938),,0.6,0.6,"0.1, 1.1",,"0.45, 1.35, 2.25, 2.7",,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Blood pressure,Digital sphygmomanometer,Upper arm,NR,NR,NR,ANDON,BP-5,NA,NA,NA,,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Blood oxygen saturation,Pulse oximeter,Finger,Left,Posterior,,Heal Force,Prince 100H,NA,NA,NA,,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Heart rate,Pulse oximeter,Finger,Left,NA,NA,Heal Force,Prince 100H,NA,NA,NA,,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Forehead,Middle,Anterior,1AM,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Upper arm,Right,Anterior,10AR,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Wrist,Right,Anterior,12AR,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Chest,Left,Anterior,5AL,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Thigh,Right,Anterior,17AR,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,,Skin temperature indexes to evaluate thermal sensation and cognitive performance in hot environments,"Shengnan Hao, Fang Wang, Jun Guan, Kai Tang, Xinyu Wang",Nanjing University of Science and Technology,Nanjing,China,,2023,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2023.110540,,,,,"9, 10",Lab,Office,NR,NR,Y,Precedence,NR,8,4,4,0,50.00%,Young Adult (18-27),21.3,1.8,20.3,22.3,Normal,22.1,2.7,23.5,20.6,30,60,26,34,,Skin temperature,Thermochron,Calf,Right,Posterior,22PR,iButton,DS1992L,Y,4,Ramanathan (1964),,1.5,1.5,,,,,1.5,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"NASA Task Load Index (TLX), Stroop test, Calculations, Digit span test, Visual learning, Grammatical reasoning, Visual reaction time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,,Association between thermal response and endogenous dopamine: Step-change environments in winter,"Mengyuan He, Songtao Hu, Mingli Lu, Rujin Liu, Bin Li, Baoshan Shi, Guodan Liu","Qingdao University of Technology, Qingdao International Airport Group",Qingdao,China,,2023,Not available for sharing,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2022.103447,,,,,"1, 3",Lab,Office,NR,NR,NR,NA,NR,16,8,8,0,50.00%,Young Adult (18-27),24.15,0.57,24.6,23.7,Normal,21.05,1.61,20.6,21.7,0,80,15,30,,Skin temperature,Thermochron,Forehead,Middle,Anterior,1AM,iButton,DS1923,Y,6,Hardy & DuBois (1938),,"0.6, 1.1","0.6, 1.1",NR,,,,,,,,,,,,7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,Association between thermal response and endogenous dopamine: Step-change environments in winter,"Mengyuan He, Songtao Hu, Mingli Lu, Rujin Liu, Bin Li, Baoshan Shi, Guodan Liu","Qingdao University of Technology, Qingdao International Airport Group",Qingdao,China,,2023,Not available for sharing,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2022.103447,,,,,"1, 3",Lab,Office,NR,NR,NR,NA,NR,16,8,8,0,50.00%,Young Adult (18-27),24.15,0.57,24.6,23.7,Normal,21.05,1.61,20.6,21.7,0,80,15,30,,Skin temperature,Thermochron,Forearm,NR,Anterior,10,iButton,DS1923,Y,6,Hardy & DuBois (1938),,"0.6, 1.1","0.6, 1.1",NR,,,,,,,,,,,,7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,Association between thermal response and endogenous dopamine: Step-change environments in winter,"Mengyuan He, Songtao Hu, Mingli Lu, Rujin Liu, Bin Li, Baoshan Shi, Guodan Liu","Qingdao University of Technology, Qingdao International Airport Group",Qingdao,China,,2023,Not available for sharing,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2022.103447,,,,,"1, 3",Lab,Office,NR,NR,NR,NA,NR,16,8,8,0,50.00%,Young Adult (18-27),24.15,0.57,24.6,23.7,Normal,21.05,1.61,20.6,21.7,0,80,15,30,,Skin temperature,Thermochron,Hand,NR,Posterior,16P,iButton,DS1923,Y,6,Hardy & DuBois (1938),,"0.6, 1.1","0.6, 1.1",NR,,,,,,,,,,,,7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,Association between thermal response and endogenous dopamine: Step-change environments in winter,"Mengyuan He, Songtao Hu, Mingli Lu, Rujin Liu, Bin Li, Baoshan Shi, Guodan Liu","Qingdao University of Technology, Qingdao International Airport Group",Qingdao,China,,2023,Not available for sharing,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2022.103447,,,,,"1, 3",Lab,Office,NR,NR,NR,NA,NR,16,8,8,0,50.00%,Young Adult (18-27),24.15,0.57,24.6,23.7,Normal,21.05,1.61,20.6,21.7,0,80,15,30,,Skin temperature,Thermochron,Back,NR,Posterior,7P,iButton,DS1923,Y,6,Hardy & DuBois (1938),,"0.6, 1.1","0.6, 1.1",NR,,,,,,,,,,,,7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,Association between thermal response and endogenous dopamine: Step-change environments in winter,"Mengyuan He, Songtao Hu, Mingli Lu, Rujin Liu, Bin Li, Baoshan Shi, Guodan Liu","Qingdao University of Technology, Qingdao International Airport Group",Qingdao,China,,2023,Not available for sharing,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2022.103447,,,,,"1, 3",Lab,Office,NR,NR,NR,NA,NR,16,8,8,0,50.00%,Young Adult (18-27),24.15,0.57,24.6,23.7,Normal,21.05,1.61,20.6,21.7,0,80,15,30,,Skin temperature,Thermochron,Chest,NR,Anterior,5A,iButton,DS1923,Y,6,Hardy & DuBois (1938),,"0.6, 1.1","0.6, 1.1",NR,,,,,,,,,,,,7pt_(-3)(+3),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
